"ID";"B_SATS_Gefuehl";"B_SATS_Kompetenz";"B_SATS_Wert";"B_SATS_Schwierigkeit";"B_SATS_Interesse";"B_SATS_Aufwand";"C1_Mathe";"C1_Schule";"C1_Hochschule";"C4_Notenerwartung";"D_BFI_E";"D_BFI_N";"D_BFI_O";"D_BFI_G";"D_BFI_V";"E_Action";"E_FantasySciFi";"E_Drama";"E_Horror";"E_Thriller";"E_Komoedie";"E_Liebe";"E_Erotik";"E_Animation";"E_Dokumentation";"F01_Pullover";"F02_Schuhe1";"F03_Schuhe2";"F04_Schuhe3";"F05_Zinsen";"F06_Preise";"F07_Aktien";"F08_Putzen";"F09_Kino";"F10_Tischtennis";"F11_Linda";"G01_Geschlecht";"G02_Alter";"G04_Studium";"G05_Zugangsberechtigung"
420;4;4;5,2;3,7;5,2;6,5;3;5;5;2,3;3;2,5;1,5;4;1;"Ja";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";NA;"Hoeher als 105 Euro.";"Weniger.";"Stimme eher zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";NA;"Linda ist Bankangestellte.";"weiblich";20;"Nein";"allgemeine Hochschulreife / Abitur"
547;4;4,2;3,1;3;4,5;7;4;6;6;2,7;2;4,5;3,5;5;3,5;"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";23;"Ja, beide";"allgemeine Hochschulreife / Abitur"
365;3,5;4,8;3,9;3;5;6,8;5;6;7;2,3;3;2,5;4;4;4,5;"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"10 Cent.";NA;"weiblich";22;"Nein";"allgemeine Hochschulreife / Abitur"
597;2,2;3,7;5,2;2,6;5,8;6,8;2;4;7;3;3,5;3,5;4,5;1,5;3;"Nein";"Nein";"Ja";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Genau 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";"Linda ist Bankangestellte.";"weiblich";33;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1485;3,8;4,7;3,4;2,9;5,5;5,8;4;3;4;2,7;2,5;2;2,5;4;4,5;"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden genauso viele Pullover verkauft.";"Weiss nicht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"Kann ich anhand der gegebenen Information nicht sagen.";NA;"maennlich";31;"Nein";"Fachhochschulreife"
172;2,2;1,7;2,8;1,3;2;6,5;1;6;5;4;4;3;4;4,5;3;"Ja";"Ja";"Nein";"Ja";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Genau 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";23;"Nein";NA
150;3,3;4,3;3,8;2,6;6,2;6,8;4;4;6;2;3,5;2;3;5;4;"Ja";"Nein";"Ja";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";NA;"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";26;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1508;3,8;5,2;4,6;2,7;5,2;6,8;4;7;7;2;4;1,5;5;4,5;4,5;"Nein";"Ja";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Weiss nicht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Weniger.";"Stimme eher nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Nein";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";23;"Nein";"allgemeine Hochschulreife / Abitur"
1460;3,3;4,7;5,6;3;6,2;6,8;5;5;5;4;3;2,5;2,5;3,5;4;"Ja";"Ja";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Ja";"Ja";"Hoeher als 105 Euro.";"Weniger.";"Stimme eher nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";27;"Ja, beide";"allgemeine Hochschulreife / Abitur"
1506;3,7;4,3;4,6;3;6,8;7;4;4;4;2,3;4,5;2;2,5;3;4,5;"Ja";"Nein";"Ja";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Genau 105 Euro.";"Weniger.";"Stimme eher zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";21;"Nein";"allgemeine Hochschulreife / Abitur"
494;3;4,7;5,9;1,4;5;7;5;5;4;3;4,5;3;3;3,5;2;"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";21;"Nein";"fachgebundene Hochschulreife"
1544;5;4,8;5;3,6;5;6,5;3;5;6;2,7;5;3;4,5;5;4,5;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";23;"Nein";"Fachhochschulreife"
403;4;4,2;5,7;2,7;6;6;4;7;5;2;4,5;2,5;4,5;4;4;"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden mehr Pullover verkauft.";"Weiss nicht.";"Ja";"Nein";"Hoeher als 105 Euro.";"Weniger.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";20;"Nein";"allgemeine Hochschulreife / Abitur"
454;4,7;5,3;5,7;2,2;6,2;7;2;6;7;1,3;4,5;4;4;5;1,5;"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Ja";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";20;"Nein";"allgemeine Hochschulreife / Abitur"
513;1,7;3;4,9;1,3;4,5;5;3;4;5;3,7;4;2,5;4;2,5;2,5;"Ja";"Ja";"Ja";"Nein";"Ja";"Nein";"Nein";"Ja";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Genau 105 Euro.";"Weniger.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";24;"Nein";"allgemeine Hochschulreife / Abitur"
347;4,3;4,7;4,1;4;4,2;7;5;4;4;2,7;3;3;4;3;3,5;"Ja";"Nein";"Ja";"Ja";"Nein";"Ja";"Ja";"Nein";"Ja";"Nein";"Es werden weniger Pullover verkauft.";"Wenn die Nachfrage nach Schuhen steigt.";"Ja";"Ja";NA;"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Nein";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";22;"Nein";"allgemeine Hochschulreife / Abitur"
571;3,2;5,7;4,8;1,8;4,2;6,5;7;6;5;2,3;2;1;4;4;3;"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Mehr.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";26;"Ja, beide";"allgemeine Hochschulreife / Abitur"
478;4,2;4,8;4,4;3;4,8;6,2;7;6;6;2,3;2,5;3,5;2;3,5;4;"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";24;"Nein";"allgemeine Hochschulreife / Abitur"
305;3,5;4;4;4;5;5,5;1;4;4;3,3;4;3;3;4;4;"Ja";"Ja";"Nein";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";NA;NA;"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";25;"Nein";"Fachhochschulreife"
463;3,5;4,2;4;3,7;6,2;6,5;5;4;4;2;3;1,5;4;3;3,5;"Ja";"Nein";"Ja";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme voll und ganz zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";24;"Nein";"Fachhochschulreife"
502;1;1,2;1,8;1;1,5;6;1;4;4;3;3,5;4,5;2;3,5;2;"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Weiss nicht.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Nein";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";26;"Nein";"Fachhochschulreife"
1442;3;4,2;3,4;3,6;3,5;7;4;4;4;3;3,5;3,5;2,5;3,5;2;"Nein";"Nein";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Genau 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";NA;"weiblich";24;"Nein";"Fachhochschulreife"
428;4,7;4,3;4,2;4;5;5,2;6;6;6;2;3;3;3;4,5;4;"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Genau 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";23;"Nein";"Fachhochschulreife"
466;2,8;3,2;3,9;2,7;4,8;5,8;5;5;4;2,3;3;4;3,5;3,5;2,5;"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";NA;"Genauso viel.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";20;"Nein";"allgemeine Hochschulreife / Abitur"
1525;3,7;4,8;4,5;4;5;5,2;5;6;6;2,3;4;3;2;3,5;3,5;"Ja";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";NA;"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";24;"Nein";"allgemeine Hochschulreife / Abitur"
1538;4,2;4,7;5,3;4;4,8;4;4;4;4;2;1,5;4;2,5;3,5;4,5;"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Ja";"Ja";"Hoeher als 105 Euro.";"Weniger.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";NA;"5 Cent.";NA;"weiblich";22;"Nein";"Fachhochschulreife"
473;3;2,8;3,2;1,6;4,2;7;6;5;5;3;3,5;3;3,5;3,5;3,5;"Nein";"Nein";"Ja";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn die Nachfrage nach Schuhen steigt.";"Nein";"Ja";"Genau 105 Euro.";NA;NA;NA;"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";21;"Nein";"Fachhochschulreife"
1431;2,8;3,2;3,3;3;4,2;4;3;4;NA;1,7;3,5;3;3;3,5;2,5;"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Ja";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher zu.";"Meine Kosten betragen 20 Euro.";"Ja";"Kann ich anhand der gegebenen Information nicht sagen.";NA;"weiblich";27;"Nein";"allgemeine Hochschulreife / Abitur"
706;5,8;6;6,2;3,4;6,8;4,8;5;5;4;2,3;4,5;4;4;3,5;3,5;"Nein";"Ja";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";20;"Nein";"allgemeine Hochschulreife / Abitur"
418;5,8;5,8;6,1;4,4;6,5;6,8;6;6;6;2;2,5;2,5;2,5;4;3;"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";23;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1383;6;5,5;4,7;4;7;7;6;6;5;NA;3;2;4;3;5;"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Genau 105 Euro.";"Genauso viel.";"Stimme voll und ganz zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";37;"Nein";"Fachhochschulreife"
1378;3,8;4,2;5;3,6;5;6,5;6;7;7;2;3;4;1,5;4;2;"Ja";"Nein";"Ja";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher zu.";"Meine Kosten betragen 20 Euro.";NA;"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";NA;19;"Nein";"allgemeine Hochschulreife / Abitur"
163;5,3;6;6,1;4,7;5,8;4,2;6;5;5;1,7;3;4;3;4;3;"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden mehr Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";NA;"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";25;"Nein";"fachgebundene Hochschulreife"
509;4,2;4,2;5,1;3;5,2;6,8;5;5;5;2,7;4,5;3;2,5;4;3,5;"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";NA;"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";23;"Nein";"allgemeine Hochschulreife / Abitur"
1532;4,2;5,3;5,2;2,4;6;7;4;6;6;1,7;5;2;3;5;4,5;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Ja";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Niedriger als 105 Euro.";"Weniger.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";26;"Nein";"allgemeine Hochschulreife / Abitur"
227;3,8;4,5;6;3,9;5;6,5;5;4;5;NA;4,5;3;3;3,5;3;"Ja";"Nein";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";"Mehr.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";27;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
425;2,4;3,4;3,3;1,8;5,8;5,8;4;4;5;3;2,5;3;4,5;3;4,5;"Nein";"Nein";"Ja";"Nein";"Ja";"Nein";"Ja";"Nein";"Nein";"Nein";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";NA;"weiblich";24;"Nein";"Fachhochschulreife"
382;5;4,3;3,3;5,7;2,2;1,5;3;4;5;2;4;3,5;3,5;4;3;"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Nein";"Genau 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";"Linda ist Bankangestellte.";"maennlich";23;"Nein";"allgemeine Hochschulreife / Abitur"
508;6,5;7;5,1;5;4,5;5,8;6;4;7;1;5;1;2,5;4;3;"Ja";"Ja";"Ja";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Weiss nicht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";25;"Nein";"allgemeine Hochschulreife / Abitur"
458;1;3,5;5,3;1,9;4,8;6;4;4;4;4;3,5;2;4;2;1;"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";NA;"maennlich";26;"Nein";"allgemeine Hochschulreife / Abitur"
255;5,3;6,2;5,6;3,9;4,8;5,8;6;4;6;2,7;1;3;3,5;3;2;"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"10 Cent.";"Linda ist Bankangestellte.";"maennlich";26;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
165;1,2;1;1,1;2,3;1;2,5;4;5;5;3;3;3;1;1;3,5;"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Es werden genauso viele Pullover verkauft.";"Wenn die Nachfrage nach Schuhen steigt.";"Ja";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher zu.";"Meine Kosten betragen 30 Euro. Dies entspricht der Summe, die ich für die Haushaltshilfe bezahlen muesste.";"Ja";"10 Cent.";"Linda ist Bankangestellte.";"weiblich";36;"Ja, beide";"allgemeine Hochschulreife / Abitur"
495;4;4,2;4,3;2,9;4,2;6,8;3;6;6;4;4;3;3;5;2;"Ja";"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Niedriger als 105 Euro.";"Genauso viel.";"Weiss nicht.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"Kann ich anhand der gegebenen Information nicht sagen.";"Linda ist Bankangestellte.";"weiblich";24;"Nein";"Fachhochschulreife"
456;3,7;4,3;4,4;3;5,8;6,2;6;5;NA;NA;4;3,5;3;2;2,5;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"1 Euro.";NA;"maennlich";27;"Nein";"fachgebundene Hochschulreife"
460;3,8;4;5,2;3,6;6,3;6,5;7;5;5;3;1,5;2,5;5;3,5;4;"Nein";"Nein";"Ja";"Ja";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Niedriger als 105 Euro.";"Mehr.";"Weiss nicht.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";20;"Nein";"Fachhochschulreife"
291;4,3;6;6,4;3,3;7;7;6;6;6;2;4,5;5;2,5;5;4,5;"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Weiss nicht.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";18;"Nein";"allgemeine Hochschulreife / Abitur"
506;3,3;4,8;4,3;3,1;6;6,2;4;4;4;2,7;2,5;4;2,5;3;3,5;"Ja";"Nein";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Nein";"10 Cent.";NA;"maennlich";23;"Nein";"allgemeine Hochschulreife / Abitur"
1545;3,2;3,3;3,7;2,4;4,2;5,8;2;6;6;3;4;3,5;3,5;3;3,5;"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Genau 105 Euro.";"Mehr.";"Stimme eher nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";24;"Nein";"allgemeine Hochschulreife / Abitur"
217;2,3;2,4;3,5;2,6;3,2;6,2;2;5;5;4;2,5;4,5;5;4;2;"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Ja";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Genau 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Nein";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";25;"Nein";"allgemeine Hochschulreife / Abitur"
