"Preis";"Wohnflaeche";"Alter";"Klimaanlage";"Kamin";"Heizung"
285000;173,541434411;13;"Nein";"Ja";"Gas"
178900;144,370122630992;21;"Nein";"Nein";"Strom"
300000;334,819769602378;34;"Nein";"Ja";"Gas"
211000;175,306577480491;41;"Ja";"Ja";"Gas"
451000;123,188405797101;52;"Ja";"Nein";"Oel"
201400;174,284652545522;30;"Nein";"Ja";"Gas"
195900;155,332590115199;34;"Nein";"Ja";"Gas"
190000;191,7502787068;35;"Ja";"Ja";"Gas"
150000;105,722779635823;19;"Nein";"Ja";"Strom"
206000;168,524712002973;19;"Ja";"Ja";"Gas"
285000;221,107395020439;28;"Ja";"Ja";"Strom"
120000;90,6726124117428;24;"Nein";"Nein";"Strom"
377500;268,115942028986;21;"Ja";"Ja";"Gas"
340000;230,676328502415;8;"Nein";"Ja";"Gas"
240000;171,497584541063;35;"Nein";"Ja";"Gas"
295000;240,802675585284;17;"Ja";"Ja";"Gas"
215000;166,480862133036;21;"Ja";"Nein";"Strom"
275000;240,431066518023;35;"Nein";"Ja";"Gas"
189000;112,411742846525;53;"Nein";"Nein";"Gas"
156000;119,84392419175;26;"Ja";"Ja";"Gas"
410000;227,053140096618;11;"Nein";"Ja";"Gas"
264500;220,735785953177;34;"Nein";"Ja";"Gas"
145500;137,495354886659;20;"Nein";"Nein";"Gas"
116500;127,740616871052;22;"Ja";"Nein";"Gas"
264500;248,60646599777;40;"Nein";"Ja";"Gas"
215000;165,180230397622;32;"Nein";"Ja";"Gas"
263000;238,758825715347;28;"Nein";"Ja";"Gas"
243000;118,171683389075;9;"Nein";"Nein";"Gas"
203000;172,054998141955;30;"Ja";"Ja";"Gas"
335000;213,489409141583;10;"Ja";"Ja";"Gas"
385000;209,866220735786;7;"Ja";"Ja";"Gas"
210000;225,380899293943;38;"Nein";"Ja";"Gas"
154000;137,495354886659;20;"Nein";"Ja";"Gas"
155000;115,570419918246;20;"Ja";"Nein";"Gas"
165000;137,402452619844;22;"Nein";"Nein";"Gas"
300000;219,063545150502;15;"Nein";"Nein";"Gas"
240000;134,986993682646;33;"Ja";"Ja";"Gas"
182000;193,236714975845;40;"Ja";"Ja";"Gas"
194000;182,088442958008;64;"Nein";"Ja";"Oel"
410000;241,545893719807;3;"Ja";"Ja";"Gas"
280000;176,235600148644;18;"Ja";"Ja";"Gas"
235000;173,913043478261;37;"Nein";"Ja";"Gas"
185000;117,056856187291;27;"Ja";"Ja";"Gas"
167000;114,083983649201;21;"Ja";"Ja";"Gas"
206500;181,716833890747;35;"Ja";"Nein";"Gas"
165000;137,495354886659;19;"Ja";"Nein";"Gas"
230000;166,573764399851;42;"Ja";"Ja";"Gas"
235000;193,050910442215;34;"Nein";"Ja";"Gas"
200500;154,775176514307;26;"Ja";"Ja";"Gas"
310000;220,921590486808;21;"Nein";"Ja";"Gas"
169900;134,894091415831;27;"Ja";"Ja";"Gas"
210500;166,480862133036;22;"Nein";"Ja";"Strom"
305000;212,746191007061;16;"Nein";"Ja";"Oel"
508000;326,179858788554;1;"Nein";"Ja";"Gas"
220000;178,558156819026;39;"Nein";"Nein";"Gas"
256000;210,237829803047;20;"Nein";"Ja";"Gas"
196900;155,332590115199;35;"Ja";"Nein";"Gas"
233000;176,70011148272;30;"Ja";"Ja";"Gas"
140000;137,402452619844;20;"Ja";"Ja";"Gas"
162900;122,073578595318;20;"Nein";"Ja";"Strom"
178000;120,958751393534;18;"Ja";"Nein";"Strom"
265000;214,604236343367;40;"Nein";"Ja";"Gas"
454900;267,558528428094;9;"Nein";"Ja";"Gas"
215000;180,973615756224;53;"Ja";"Ja";"Oel"
248000;149,851356373096;16;"Ja";"Ja";"Gas"
395000;260,405053883315;16;"Ja";"Ja";"Gas"
171500;137,402452619844;20;"Ja";"Ja";"Strom"
268000;199,461166852471;27;"Ja";"Ja";"Gas"
166500;122,073578595318;20;"Ja";"Ja";"Strom"
355000;216,462281679673;7;"Ja";"Ja";"Gas"
165000;125,6038647343;13;"Nein";"Nein";"Gas"
300000;211,445559271646;34;"Nein";"Ja";"Gas"
350000;200,854700854701;18;"Ja";"Ja";"Gas"
279900;194,258639910814;19;"Ja";"Ja";"Gas"
265000;238,201412114456;37;"Nein";"Ja";"Gas"
267000;190,449646971386;33;"Nein";"Nein";"Gas"
235000;164,251207729469;38;"Nein";"Nein";"Gas"
299900;231,97696023783;18;"Ja";"Ja";"Gas"
167000;119,84392419175;26;"Ja";"Ja";"Gas"
168000;164,994425863991;149;"Nein";"Nein";"Oel"
150000;137,495354886659;21;"Nein";"Nein";"Strom"
255000;177,443329617243;21;"Ja";"Nein";"Gas"
455000;262,727610553698;29;"Ja";"Ja";"Strom"
351100;235,507246376812;3;"Nein";"Ja";"Gas"
315000;239,316239316239;36;"Nein";"Ja";"Gas"
220000;139,353400222965;21;"Nein";"Nein";"Gas"
159000;137,495354886659;20;"Nein";"Nein";"Strom"
341000;209,030100334448;16;"Ja";"Ja";"Gas"
276000;170,104050538833;19;"Ja";"Ja";"Gas"
309000;205,685618729097;19;"Ja";"Ja";"Gas"
217021;171,497584541063;31;"Nein";"Nein";"Gas"
188500;120,958751393534;19;"Ja";"Nein";"Gas"
320000;205,499814195466;33;"Ja";"Ja";"Gas"
247000;165,644741731698;40;"Nein";"Ja";"Gas"
166000;137,495354886659;21;"Nein";"Ja";"Strom"
236000;166,666666666667;37;"Nein";"Nein";"Oel"
233900;178,186547751765;32;"Ja";"Ja";"Gas"
162740;137,495354886659;21;"Nein";"Ja";"Gas"
225000;163,136380527685;35;"Nein";"Ja";"Gas"
360000;232,16276477146;17;"Ja";"Ja";"Gas"
281520;214,604236343367;34;"Ja";"Ja";"Gas"
365000;274,061687105165;0;"Nein";"Ja";"Gas"
315000;251,021924934968;20;"Ja";"Ja";"Gas"
297900;212,56038647343;15;"Ja";"Ja";"Gas"
270000;170,75436640654;35;"Ja";"Nein";"Gas"
260000;214,604236343367;27;"Nein";"Ja";"Gas"
72000;107,023411371237;85;"Nein";"Nein";"Strom"
229500;146,506874767744;22;"Nein";"Nein";"Gas"
275000;202,0624303233;19;"Nein";"Ja";"Gas"
155000;127,740616871052;23;"Nein";"Nein";"Gas"
225570;150,130063173541;27;"Nein";"Ja";"Gas"
224000;181,531029357116;38;"Nein";"Ja";"Gas"
290000;253,437383872166;34;"Nein";"Ja";"Gas"
262000;237,179487179487;35;"Nein";"Ja";"Gas"
319900;182,367149758454;3;"Nein";"Ja";"Gas"
265000;238,201412114456;43;"Nein";"Ja";"Gas"
255000;166,480862133036;19;"Ja";"Ja";"Gas"
217300;154,496469713861;40;"Nein";"Ja";"Gas"
291000;192,307692307692;6;"Ja";"Ja";"Gas"
319000;240,431066518023;26;"Ja";"Ja";"Oel"
271500;211,445559271646;35;"Nein";"Ja";"Gas"
224900;160,906726124117;45;"Nein";"Nein";"Gas"
260000;214,604236343367;39;"Nein";"Ja";"Gas"
199900;161,835748792271;38;"Ja";"Ja";"Gas"
252659;260,312151616499;36;"Nein";"Ja";"Gas"
312500;176,70011148272;16;"Ja";"Ja";"Gas"
290000;188,59160163508;22;"Ja";"Ja";"Gas"
155000;139,167595689335;59;"Nein";"Ja";"Gas"
355000;196,581196581197;20;"Ja";"Ja";"Gas"
190000;195,837978446674;37;"Nein";"Ja";"Gas"
130000;137,495354886659;16;"Ja";"Ja";"Gas"
264000;225,473801560758;1;"Nein";"Nein";"Gas"
193980;125,232255667038;12;"Nein";"Nein";"Gas"
219900;129,227053140097;13;"Nein";"Nein";"Gas"
469900;317,911557041992;2;"Ja";"Ja";"Gas"
314230;249,535488665923;1;"Ja";"Ja";"Gas"
138900;96,0609438870308;14;"Ja";"Nein";"Gas"
160000;99,5912300260126;14;"Ja";"Nein";"Gas"
228000;140,468227424749;12;"Nein";"Nein";"Gas"
224400;93,6454849498328;17;"Nein";"Nein";"Strom"
132870;137,495354886659;17;"Nein";"Ja";"Gas"
135600;84,726867335563;34;"Nein";"Nein";"Gas"
150600;137,495354886659;17;"Ja";"Ja";"Gas"
335000;144,741731698253;16;"Nein";"Ja";"Strom"
316250;246,005202526942;0;"Nein";"Ja";"Gas"
181280;208,844295800818;26;"Nein";"Nein";"Gas"
158000;135,730211817168;85;"Nein";"Nein";"Oel"
221000;136,566332218506;11;"Nein";"Ja";"Gas"
230000;176,51430694909;8;"Nein";"Nein";"Gas"
299000;190,821256038647;8;"Ja";"Nein";"Gas"
148000;137,495354886659;16;"Nein";"Ja";"Gas"
267500;169,267930137495;14;"Nein";"Nein";"Gas"
259000;150,501672240803;12;"Nein";"Ja";"Gas"
321000;196,952805648458;14;"Ja";"Nein";"Gas"
409790;279,542920847269;1;"Nein";"Ja";"Gas"
184000;166,387959866221;35;"Nein";"Nein";"Gas"
145000;137,495354886659;16;"Ja";"Ja";"Strom"
310000;120,772946859903;14;"Nein";"Nein";"Strom"
170000;137,495354886659;16;"Nein";"Ja";"Gas"
210500;174,284652545522;15;"Nein";"Nein";"Gas"
199900;145,299145299145;13;"Nein";"Nein";"Gas"
150000;115,942028985507;70;"Nein";"Nein";"Gas"
153000;137,495354886659;16;"Nein";"Nein";"Gas"
334000;211,910070605723;12;"Nein";"Ja";"Gas"
216900;222,500929022668;38;"Ja";"Ja";"Gas"
259000;177,907840951319;15;"Nein";"Ja";"Gas"
240000;130,063173541434;12;"Nein";"Ja";"Gas"
186030;102,564102564103;38;"Ja";"Nein";"Gas"
203000;166,852471200297;14;"Ja";"Ja";"Gas"
255000;140,468227424749;15;"Nein";"Nein";"Gas"
119000;152,917131178001;95;"Nein";"Nein";"Gas"
260800;173,541434411;5;"Nein";"Ja";"Gas"
169000;120,865849126719;15;"Nein";"Nein";"Gas"
225000;153,474544778893;15;"Nein";"Nein";"Strom"
124000;98,1047937569677;33;"Nein";"Nein";"Oel"
245000;214,790040876997;22;"Nein";"Nein";"Gas"
250000;192,493496841323;15;"Ja";"Nein";"Gas"
172000;111,482720178372;20;"Nein";"Nein";"Strom"
153500;163,879598662207;33;"Nein";"Ja";"Oel"
165000;89,1861761426979;17;"Nein";"Nein";"Gas"
159000;91,7874396135266;22;"Nein";"Nein";"Gas"
171500;140,65403195838;19;"Nein";"Nein";"Strom"
240000;122,63099219621;13;"Ja";"Nein";"Gas"
409550;252,601263470829;1;"Ja";"Ja";"Gas"
302000;166,852471200297;11;"Nein";"Ja";"Gas"
285000;158,769973987365;4;"Nein";"Ja";"Gas"
385900;279,450018580453;1;"Ja";"Ja";"Gas"
140595;125,418060200669;71;"Nein";"Nein";"Oel"
213000;111,482720178372;20;"Ja";"Nein";"Strom"
335000;172,519509476031;3;"Ja";"Ja";"Gas"
290000;214,13972500929;15;"Ja";"Ja";"Gas"
265000;202,898550724638;1;"Ja";"Ja";"Gas"
334000;154,960981047938;116;"Nein";"Nein";"Gas"
382406;251,950947603122;1;"Ja";"Ja";"Gas"
149300;84,726867335563;20;"Nein";"Nein";"Strom"
212000;140,096618357488;21;"Nein";"Nein";"Strom"
195000;114,455592716462;28;"Nein";"Ja";"Strom"
245000;170,56856187291;106;"Nein";"Ja";"Gas"
422680;416,759568933482;176;"Nein";"Ja";"Gas"
240000;204,756596060944;38;"Nein";"Ja";"Oel"
156000;109,996283909327;19;"Nein";"Nein";"Gas"
265000;202,898550724638;1;"Ja";"Ja";"Gas"
334000;154,960981047938;116;"Nein";"Nein";"Gas"
382406;251,950947603122;1;"Ja";"Ja";"Gas"
149300;84,726867335563;20;"Nein";"Nein";"Strom"
212000;140,096618357488;21;"Nein";"Nein";"Strom"
195000;114,455592716462;28;"Nein";"Ja";"Strom"
171600;89,1861761426979;15;"Nein";"Nein";"Strom"
245000;170,56856187291;106;"Nein";"Ja";"Gas"
282000;170,56856187291;12;"Ja";"Ja";"Gas"
260000;167,502787068004;42;"Nein";"Nein";"Gas"
254500;135,916016350799;9;"Ja";"Ja";"Gas"
179900;119,84392419175;27;"Ja";"Ja";"Gas"
255000;214,604236343367;38;"Nein";"Ja";"Gas"
265000;154,589371980676;40;"Ja";"Ja";"Gas"
174000;137,402452619844;21;"Nein";"Nein";"Gas"
322000;230,676328502415;7;"Ja";"Ja";"Gas"
337000;230,39762170197;4;"Ja";"Ja";"Gas"
221450;250,743218134522;121;"Nein";"Ja";"Oel"
247000;155,70419918246;28;"Ja";"Ja";"Gas"
180000;261,612783351914;38;"Nein";"Ja";"Gas"
229900;182,6458565589;26;"Nein";"Nein";"Gas"
230000;196,209587513935;39;"Nein";"Ja";"Gas"
388000;256,596060943887;9;"Nein";"Ja";"Gas"
350000;202,898550724638;23;"Ja";"Ja";"Gas"
169700;137,495354886659;22;"Nein";"Nein";"Strom"
190000;150,873281308064;39;"Nein";"Nein";"Gas"
317500;153,288740245262;19;"Ja";"Ja";"Gas"
70000;121,980676328502;34;"Nein";"Nein";"Strom"
300000;241,545893719807;19;"Nein";"Ja";"Gas"
145400;87,7926421404682;22;"Nein";"Nein";"Gas"
183500;104,143441099963;57;"Nein";"Nein";"Oel"
275900;212,56038647343;0;"Nein";"Ja";"Gas"
436023;252,508361204013;5;"Ja";"Ja";"Gas"
319900;228,911185432925;42;"Nein";"Ja";"Gas"
249000;225,380899293943;41;"Nein";"Ja";"Gas"
289000;214,604236343367;32;"Nein";"Ja";"Gas"
285000;238,201412114456;37;"Nein";"Ja";"Gas"
194900;102,099591230026;9;"Nein";"Nein";"Gas"
125000;113,805276848755;48;"Nein";"Ja";"Gas"
111300;181,995540691193;86;"Nein";"Nein";"Gas"
